"Data Source","World Development Indicators",

"Last Updated Date","2025-04-15",

"Country Name","Country Code","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020","2021","2022","2023","2024",
"Armenia","ARM","Industry (including construction), value added (% of GDP)","NV.IND.TOTL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","27.8270946139077","26.7090481417071","25.2705329463993","25.7086994351611","25.5771330395605","25.8095323791656","24.7565578476257","24.9716084573435","26.8172956979296","26.3643404113901","25.4370966437794","23.3745392421065","",
"American Samoa","ASM","Industry (including construction), value added (% of GDP)","NV.IND.TOTL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Antigua and Barbuda","ATG","Industry (including construction), value added (% of GDP)","NV.IND.TOTL.ZS","","","","","","","","","","","","","","","","","","11.3649397820684","10.2444360301233","11.4370690820603","12.8918593920412","13.1037389665774","10.228107266051","10.0563024704963","10.7135376666899","11.4654278111046","12.6383270056638","13.483613997245","13.8875133923346","14.8140613556839","13.5036016309856","14.0801833097097","13.0090705186982","12.1921674163998","12.0025597876324","12.0962699309781","11.6906631762653","11.842994462544","11.941698399895","12.7014171790291","13.1055443370115","12.0609971763693","12.1926774644576","12.4849578820698","12.1601478332112","13.5160604009676","17.125054694026","16.3206506445934","17.6110963151787","18.0464283806166","14.8390004821284","14.4530741904434","14.019630552664","14.7603146437903","15.3654199482116","15.9250271771331","17.7630483047708","18.849038849958","20.6520988023085","21.0939260912965","21.1335862331491","20.4929123040736","19.4735944539628","19.4351587534362","",
"Australia","AUS","Industry (including construction), value added (% of GDP)","NV.IND.TOTL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","28.7734462062302","27.6470389953098","26.8640143640144","26.8208514077199","26.7782785453595","26.4104177506726","25.9578538628918","25.1950454941482","25.3608037471998","24.5931615436944","24.5505331429934","23.6335209682755","23.6117317032544","24.0420964552713","23.9349187410093","24.6185066162979","25.6148301545141","25.665940939723","25.6045756759117","27.0459736127175","25.1730784269529","26.5218436455586","26.3790215214115","25.1864505347463","25.5651574750224","23.6809068044195","22.3199755837758","23.4740606091639","24.1240577727471","25.2720792022262","25.3864557192621","25.4208652512055","27.48251427159","27.6508823908584","",
"Austria","AUT","Industry (including construction), value added (% of GDP)","NV.IND.TOTL.ZS","","","","","","","","","","","","","","","","","34.5249564557855","34.1105073800965","34.3568190464177","33.4231485713898","33.4401914097245","33.044700980576","32.2582869883705","31.7833982730387","30.6029192828833","30.9419527321577","30.7554607601676","30.2295672758988","29.9882126392949","29.7548578365819","30.0287598847666","29.9550214062177","29.4481091040135","28.712683832629","28.8075690068156","29.2619079368328","29.1301282729659","28.9648557438367","28.8349668889094","28.7618329153061","28.6115523176599","28.4398919244968","27.6683434292327","27.6979359307016","27.6147888470095","27.4182050564472","27.5909068762418","27.7667298480281","27.4122024469169","26.2777017438174","26.0396419655738","25.8570853999006","26.009804939464","25.9697730865151","25.7857017006482","25.5152402246539","25.9124691845374","25.8023213025638","25.7190926354333","25.5363771006496","25.6544867826211","25.7280321427311","25.2055400552551","25.2446158376037","",
"Azerbaijan","AZE","Industry (including construction), value added (% of GDP)","NV.IND.TOTL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","30.0477489768076","29.6032934131737","36.536586377876","32.1487261146497","27.6519081932212","30.9963445496298","35.1496743028617","36.9914194345059","34.9561123059931","39.1035999046383","42.5383099128887","43.4626382722552","46.1542268041237","48.5398446792136","50.7690323790767","58.5242563385905","65.153471103477","66.1211896828335","65.710363453355","56.3585803968934","59.7713411044389","61.7328443608156","59.4557912599989","57.0544154549517","53.5868546669355","44.8913203383597","47.5578070076723","49.7017251037138","52.250536882585","48.8236328425495","41.9563201571824","48.8181736249399","56.1467373576856","46.6317359792855","",
"Burundi","BDI","Industry (including construction), value added (% of GDP)","NV.IND.TOTL.ZS","","","","","","","","","","","9.40435329180615","9.757409474907","10.7939653815164","11.6259017618486","12.1193843211534","12.5826855731207","11.7422871267673","12.1820399284065","14.3067317549249","14.7154336475697","11.6707379245525","12.7159338731537","14.2948788244325","14.4812136144171","12.5809208689103","11.8218760582459","12.1288474573801","15.7113530371091","14.8146929535943","17.2629184748477","17.3268756640774","17.5348516739186","18.9860061517847","20.1234127083025","19.5729092024609","16.8006722324595","11.7825921702775","13.8904315635939","14.6912847076462","16.1196105401845","15.5395706894248","15.5731910756723","15.8040004931229","15.7417123072253","16.3230191571129","16.9330035986109","15.3152912436064","17.1561942189062","15.415205278109","16.9195289638327","15.3861562777509","14.8096813161324","15.7508130170673","15.5848005138924","15.498211588581","11.7664286894227","12.2073630909389","10.9931308053063","11.1072170298745","10.9359800008699","10.7429500000783","10.599389999527","10.6377881445908","9.58704196613673","",
"Belgium","BEL","Industry (including construction), value added (% of GDP)","NV.IND.TOTL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","26.0458142488138","25.8108864229345","26.109865395814","25.5706853726919","24.7258443400042","24.9438325836543","24.3121509872514","23.7873363393069","23.2266548885812","22.9599989488568","22.5737781481988","22.139925542401","22.2819524770029","21.59544849636","20.4890564622648","20.6595926026257","20.7514599517248","19.9956487544689","19.9151935690442","19.6190570732838","19.4767746872729","19.0981057822176","19.1545604130921","18.9641251486969","19.2417105698694","19.0811705163268","17.9974949765149","19.51856076442","18.5320111362915","",
"Benin","BEN","Industry (including construction), value added (% of GDP)","NV.IND.TOTL.ZS","10.2269747245557","9.81330180282074","9.79130917171242","11.4694195815885","10.7934373721091","7.98184938137773","11.306612935673","11.4130625066297","10.8688139498865","11.0630654417435","11.7037494114915","13.4808042905619","13.8881251964887","14.2961258064227","17.0842249836147","16.1643290893295","12.9100343969082","12.5569870845307","14.0053645940617","13.3433454489017","12.2816697036432","12.9104044443482","15.1224192815258","15.3569747371469","17.0694521775889","16.702425147013","12.1078445244769","12.3655660113453","13.3946717230815","12.7680161414965","12.4533850515242","11.9826304214042","12.7276805044929","12.2171017970245","13.3380644179387","13.3923114111766","13.2669409931979","13.5207077594723","12.5664712925972","18.0457037967816","18.7563482119071","21.6063061308323","21.2560648162627","21.7653358858628","20.4994246078487","21.6135923867357","21.1570137776206","19.5111771844474","17.6606220766815","17.9195079292369","18.0090531395068","18.1374491115974","16.9566846878966","17.2437092893088","16.4115774866134","16.3850954444902","15.7020683118185","15.1075858507501","14.6419567509163","16.3125612015902","16.2905490528658","16.4674003775761","17.0177168089335","17.301919273728","",
"Burkina Faso","BFA","Industry (including construction), value added (% of GDP)","NV.IND.TOTL.ZS","19.9138430386342","19.8945260581446","19.3676452476282","20.6236673558882","20.0814430026433","18.696338961347","19.0215650519734","22.0883134380454","22.7190982357839","22.44425758866","22.2505701596598","24.2440602064336","23.314259405822","26.2004978191128","22.9775219067396","25.9407461000063","26.4671785662136","21.3030958080609","21.4505263539173","20.6600047707038","19.8109302134947","18.7658580765374","18.844516802491","20.3573123203095","19.9661319195887","19.229575019983","20.7294866291817","22.5478843267088","21.5124048827824","22.1262334697078","20.3691495962921","19.2554872338296","20.2596766217691","19.8531100461198","20.4112031488612","19.9448893655573","18.4922177411329","19.6827849656377","17.855937461003","22.4646377615114","21.8707545475914","20.6389246484114","20.6338145094446","22.6250739908394","22.6591757180332","20.1658324331189","20.5038527918156","22.5483344043863","20.5479237002055","22.9558804915607","26.0555520336446","28.3722709055706","26.8675103794383","24.0957515828697","24.9295392471244","24.3613757844362","24.8815173666488","25.1500158888108","25.5894433780973","27.4259133812459","29.4694767840377","28.5306243008568","28.7354846571486","29.2507438804066","",
"Bangladesh","BGD","Industry (including construction), value added (% of GDP)","NV.IND.TOTL.ZS","6.97381556958263","6.79411774906471","7.96386176172682","7.80459286326724","10.4230244561503","10.723024748933","10.3150855684753","8.10282841164145","9.26234551475759","9.18640400926977","8.72908283074018","7.68383878031331","6.06410210550716","12.1103374893782","13.3727281578377","11.6110473057592","14.4492027919251","16.7290739025876","14.3097126896709","15.6864548108505","20.1166762234798","19.8059719535783","20.04288227039","20.8716248676477","21.4305495950497","20.3216634239062","20.3790141468201","19.6008172704812","19.9362085702399","19.7867069022062","20.1456258361335","21.1195045357667","21.71789053342","22.9342560517422","23.4699924276778","23.5808244521571","21.6839165728619","21.8626700944451","22.6607423702209","22.3758655367007","22.2793826819325","22.5838118742213","22.8392543728467","22.4741487860882","22.7797200060528","23.2998442190711","24.0953205119221","24.5005410079343","24.7270013036793","25.2955721814431","24.9564767264585","25.0452996007551","25.3099593902625","26.3070701636507","26.3110467833576","26.8313948329541","31.0691513830358","31.2482919641603","31.9828135899766","32.8525491977868","32.9115650824449","33.3160943869001","33.9200804971876","34.5942721606063","",
"Bulgaria","BGR","Industry (including construction), value added (% of GDP)","NV.IND.TOTL.ZS","","","","","","","","","","","","","","","","","","","","","53.7734093288356","51.9383133223093","57.9105918036742","60.3197762170212","59.9534588533954","62.5314079023663","64.009783928561","61.4640048396854","60.9691981504808","59.3923070703804","51.2749335765555","39.7538688282977","39.0522908366534","32.689193710271","29.9467275494673","17.8892462590452","16.2131442034548","21.7750696879005","21.2891946716025","22.3384390712016","22.6775829799096","23.9808817257269","24.0045118230475","24.3194023807744","23.1334052420728","24.2323985840088","25.370402523961","26.2601834036365","24.9905785476636","26.5673405144322","23.7541772436849","25.0301012066171","25.3837646988557","23.5074812631202","23.4443018802846","24.0301394911987","24.4597736962039","23.9892951281784","22.1871470437128","21.5227859769958","21.8235786111096","20.7403905758748","25.3027914291274","22.6590548996786","",
"Bahrain","BHR","Industry (including construction), value added (% of GDP)","NV.IND.TOTL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","45.2834880040933","45.9178652906561","50.4076629462208","43.0997000499723","43.9268581860394","48.2947958378082","46.3397302766462","46.6971284608616","45.3135767644884","39.0907990671172","38.2033398636175","39.9934662996166","41.4758871750475","40.6177669647554","39.1001079781372","44.2164324898801","46.8533480554449","44.0340920568647","",
"Bahamas, The","BHS","Industry (including construction), value added (% of GDP)","NV.IND.TOTL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","15.3660026126715","14.2042956411876","15.6992247264686","15.4172724348665","13.0898771021992","14.5829088677508","13.764887722368","14.0376281518426","12.7093216431157","12.677771241084","11.6061307648359","12.1488719700562","9.53614103678483","10.6168563566021","10.870239197122","10.3431253996283","10.8090522762856","11.7337529813863","9.25945110064285","10.3895116853506","10.0100581448934","11.4998771761611","12.0451419747876","13.0340285810231","13.0389195636699","13.3824186038035","11.3117830001971","13.3391797430418","13.1481526882248","12.4534314114047","13.2458013859652","12.5594987045852","11.2165644873295","8.49776194391157","8.79101719147749","",
"Bosnia and Herzegovina","BIH","Industry (including construction), value added (% of GDP)","NV.IND.TOTL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","25.8552890287063","25.6999990691539","25.6999991174593","25.2176237420683","27.4301795819969","24.3568468974682","21.5373916859689","20.9376174163641","19.8153865976587","19.8200801927973","20.2334920339996","21.4328391329964","21.0300824020691","21.7724374056523","23.2014104320358","22.9076469417103","22.4540096321725","22.1932597066813","21.6232008180939","22.3236757020136","22.156369823245","21.7264560489569","22.3443500361225","23.1210738626282","23.7113591895767","23.2037923056831","23.7775609403246","24.7993816070925","24.663249794412","23.7549720693083","",
"Belarus","BLR","Industry (including construction), value added (% of GDP)","NV.IND.TOTL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","45.9584295612009","44.4444444444444","45.6521739130435","36.0406091370558","32.5914685550497","33.382206370518","34.2198405954993","35.92617833874","35.3050083955104","34.0037421548255","33.4789463312094","32.4639554654927","31.8153820256099","32.7410515030849","35.0189431066695","37.8387848851416","37.2070344531772","37.0472792241675","38.8242464026726","36.1176229649528","35.3930231166604","36.0887890771209","36.2828598908689","35.9038510426226","35.3789448863848","32.6926926926927","30.9587252103761","31.5542610734955","31.265533028123","31.7370780512425","31.3516473974927","32.1445734089406","33.0290955450834","32.5397512173745","",
"Belize","BLZ","Industry (including construction), value added (% of GDP)","NV.IND.TOTL.ZS","","","","","","","","","","","","","","","","","","","22.7806309611152","19.9934123847167","26.7676767676768","23.8542665388303","20.7402937034802","20.5988937631127","22.9722748407095","21.4932126696833","20.9791332263242","23.9019132309351","24.3089334440622","24.1804113215231","23.5218861372567","23.5890135655669","23.1166965888689","23.6567709371057","21.3518062928914","21.3662169586716","21.5549156725627","20.5747652850927","20.6347498655191","20.2199450137466","22.7983141627887","20.9669167803547","19.9654521351384","17.3848269539308","17.5714744619338","17.1463439438625","19.0554001822581","20.200925546248","20.2685605842774","19.4077583654131","18.0615225983846","18.6721764593197","15.7693516287839","15.7053252982413","15.8400561206594","14.5436720549007","15.4606731541827","14.0934562944006","13.6640139539954","14.0518360339991","16.3301270284162","17.02505628886","15.430147187972","14.2670818592367","",
"Bermuda","BMU","Industry (including construction), value added (% of GDP)","NV.IND.TOTL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","8.30000111301148","8.10000044325833","6.49999936117503","8.70000087232921","11.0730100605738","10.3085111383479","9.58402713787467","9.56824574079935","9.61836268756259","9.95111886767338","","","","","6.59753236327659","5.66742455792625","5.11874218822023","5.29900911819128","5.00463985900816","5.12438047943502","5.34979364226582","5.50930538497597","5.7012359712742","6.37065036340846","5.63417624162806","5.30060150080826","5.35747408654595","","",
"Bolivia","BOL","Industry (including construction), value added (% of GDP)","NV.IND.TOTL.ZS","","","","","","","","","","","30.9965237543453","29.6942224953903","33.3193779904306","35.1060462171573","36.3846190453529","31.3063718359034","31.9113907842025","32.8579613198929","33.0908752426797","32.5773195876289","28.9055267439039","29.305284434661","31.6864058031666","33.577484972732","31.55135290394","32.2241219453478","32.4555415788556","30.3519852755036","31.1542062289813","31.4609343401975","31.8845531953929","30.6062399759257","30.1608798507641","28.628442245929","28.1333525548835","29.1427574218391","27.9548862100277","26.4351094914312","26.1333943093732","25.1438963960235","25.7390221812353","25.4206764753126","25.4735692447779","25.5964904919612","26.8396494762825","26.2692194219914","27.652247464959","28.2897904061027","29.7366397824222","29.2286844945559","30.1439417460822","30.3691066361261","29.3342196293346","28.5181929044884","27.6254998764802","25.2024162637285","25.3263589602461","26.3699744223227","26.2465894695308","25.2102745518532","23.4919320082359","26.3623003913939","26.2017588841709","24.2281365743265","",
"Brazil","BRA","Industry (including construction), value added (% of GDP)","NV.IND.TOTL.ZS","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","46.1313726538209","43.9725400282911","45.8032024598864","45.1924312209896","42.7384283670828","46.6388394486218","43.5300066111487","42.0041415606782","42.8945846718162","42.2697313812777","42.2838305792496","33.2718794578641","31.7672428092758","34.1322718402493","37.2991204114669","35.4209197179743","23.3814603902749","22.340114560034","22.5941476157036","22.1187903791379","21.746711247782","23.0066186321239","22.6395279130452","22.4953278200255","23.0838178175003","24.306623290035","24.1725782837817","23.5440216663883","23.1253804056441","23.0852937518579","21.8785926250332","23.267977354744","23.1020509658435","22.1336473635238","21.2248099498483","20.4724627471447","19.3600439808819","18.3547582787182","18.1885023093992","18.7490514525621","18.7546275712259","19.5061183910265","22.1234751937997","22.819456851691","22.2631820393204","",
"Barbados","BRB","Industry (including construction), value added (% of GDP)","NV.IND.TOTL.ZS","","","","","","","","","","","","","","","","16.0140859459333","17.613016454889","18.2350975580789","18.893630031969","18.6902024771935","17.0088408644401","16.9454707719768","16.5954720205041","17.7152051488335","18.2059800664452","15.8871252204586","14.4490844844202","13.6231038506418","14.0537575425123","13.360594795539","18.7052137385718","17.3941929133858","15.2503832396525","14.6120481927711","14.35636699792","14.9450549450549","14.9179638199411","16.0417910447761","15.6124249911754","15.2939194879569","15.3064226180748","14.6914388606973","14.4197650088524","15.7049384639352","15.0878211641748","14.9456735174761","16.2232839435553","14.723406023603","15.1245152189883","15.4080285848763","14.5118222927177","15.1148066077397","14.6967350769717","14.6403370085124","14.3515969795396","14.4271779180173","13.8904385424109","13.8367970386892","13.5322840151688","13.2389093286305","13.4990577108304","13.9465704706384","13.9791701009868","13.2468225341842","",
"Brunei Darussalam","BRN","Industry (including construction), value added (% of GDP)","NV.IND.TOTL.ZS","","","","","","","","","","","","","","","96.5696790541334","95.6495951250319","96.0772388992483","94.9947875466179","94.3300025980467","96.1233954460843","97.5222779050192","95.9192140002837","93.8413133469878","92.7192126990588","91.5277648718098","90.5476800653666","81.1930616794929","82.0181063447646","76.2923041473885","75.1295698530591","76.275945028822","74.1364609455328","71.1484372510915","68.2043466748906","64.7093234806436","67.1570264621061","64.6390235159861","67.3060452742709","61.4253855462228","64.1790894466407","66.2665825490249","62.747589703032","63.0811811095942","66.4844980628421","70.1910453455162","73.1530053254546","74.9262612239589","73.3951064270473","76.4320817859321","67.2954810785281","68.6533506775087","73.6724143877158","72.6556143000405","70.0224439279192","67.8496306363655","61.3627776894002","57.2893640811557","59.7205892141163","63.244818370328","62.5153213959076","59.1336301292727","62.7015640831986","67.9255854818627","61.8007697610423","",
"Bhutan","BTN","Industry (including construction), value added (% of GDP)","NV.IND.TOTL.ZS","","","","","","","","","","","","","","","","","","","","","12.171612696551","18.0311600578124","20.0491590011642","22.1488214040431","22.429895385502","20.4366087398161","20.8221777249038","26.6608599413679","23.5508794145633","24.4100689956924","25.2395503573989","26.0682203497839","28.111385073919","29.9427206172835","30.0293516616447","34.0376082291151","34.0803542802583","33.7665795255564","32.9264502907497","36.1222941756292","33.3183174679356","35.4249844481953","35.7295816748361","36.1445809474928","34.5745128686706","34.0427943524964","35.6000595350092","41.6218746913227","40.8156244643724","39.4589101877082","39.324930531664","37.4178826123075","38.212691242567","38.8444854036153","37.6449550502899","38.4680946288235","38.4489964379149","39.0388793568182","35.2652134465773","33.0939030359069","31.7909765444329","31.6232724117457","31.8248447349295","","",
"Botswana","BWA","Industry (including construction), value added (% of GDP)","NV.IND.TOTL.ZS","13.3305060134328","12.2975254408832","11.3741577939216","10.6134343367613","13.4939379625256","19.2073170731707","14.3631436314363","14.9823422395034","12.4210526315789","19.5319531953195","27.5562001450326","27.5881057268722","27.6160503540519","26.8810858660372","27.8913200288531","31.0108509423187","31.8238021638331","32.465483234714","37.4169137948666","42.7267285243939","43.8906069977564","40.9849749582638","43.2945792067365","47.7310728312011","51.6278203656001","56.755227610269","57.9387825289465","58.0254584027883","61.9132304892675","61.4230190470826","56.9065630605401","53.5451494526864","49.6616330776529","47.879503645971","43.2595963129449","43.8928771865611","45.4268006627407","45.6943037353092","43.5452627939142","44.8018125970964","46.3005302919992","44.7677938245925","43.9650990818224","39.6164131871252","38.8219550208892","42.8549522076655","46.6243434434334","45.484421235941","41.10966210137","32.9148698460083","37.2789379627304","41.4322152540452","37.5753342991212","39.106229887551","41.7777034040156","37.5439994873569","40.3451621913098","37.1010050249191","34.8003276690785","31.947105419301","26.6904976327808","33.038686402612","37.4556399560126","34.3235124372148","",
"Central African Republic","CAF","Industry (including construction), value added (% of GDP)","NV.IND.TOTL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","24.5736807244034","24.5099241422375","26.6383554299084","27.5230753744847","24.1910676004515","19.4826086120024","22.1252513485047","21.6382374370791","20.7372245546503","20.5557559569889","20.5119712162628","20.4481887695507","21.5873200020514","21.157300000739","20.7068173193684","",
